animalLabel,animalDescription,speciesLabel,estudioLabel
Alablue,horse,caballo,hipología
Double Time,horse,caballo,hipología
Black Servant,horse,caballo,hipología
Blossom Time,horse,caballo,hipología
Candy Girl,horse,caballo,hipología
Bubble Company,horse,caballo,hipología
Goofed,horse,caballo,hipología
Instantaneous,horse,caballo,hipología
Alaiyda,horse,caballo,hipología
Aliysa,horse,caballo,hipología
Alannya,horse,caballo,hipología
Shademah,horse,caballo,hipología
Six Crowns,horse,caballo,hipología
Vienna,horse,caballo,hipología
Turkish Blood,horse,caballo,hipología
Noble Lassie,horse,caballo,hipología
Belle Sauvage,horse,caballo,hipología
Tropical Sun,horse,caballo,hipología
Bruleur,horse,caballo,hipología
Seaweed,horse,caballo,hipología
Seadune,horse,caballo,hipología
Ben Battle,horse,caballo,hipología
Young Alice,horse,caballo,hipología
Sweet Hawthorn,horse,caballo,hipología
Alice Hawthorn,horse,caballo,hipología
Immense,horse,caballo,hipología
Mercury,horse,caballo,hipología
Tartar mare,horse,caballo,hipología
Herod mare,horse born in 1779,caballo,hipología
Maiden,horse born in 1770,caballo,hipología
Pratt's Old Mare,horse,caballo,hipología
Mogul mare,horse,caballo,hipología
Mogul,horse,caballo,hipología
Camilla,horse born in 1722,caballo,hipología
Royal Statute,horse,caballo,hipología
Queen's Statute,horse,caballo,hipología
Le Lavandou,horse,caballo,hipología
Statute,horse,caballo,hipología
Firestreak,horse,caballo,hipología
Pardal,horse,caballo,hipología
Snow Blossom,horse,caballo,hipología
Ariana,horse,caballo,hipología
Flush Royal,horse,caballo,hipología
Majano,horse,caballo,hipología
Madgi Moto,horse,caballo,hipología
Peacefully,horse,caballo,hipología
Jacinto,horse,caballo,hipología
Cascade,horse,caballo,hipología
Morning Calm,horse,caballo,hipología
Yellow Mist,horse,caballo,hipología
Silver Fog,horse,caballo,hipología
Tale of Two Cities,horse,caballo,hipología
Stafaralla,horse,caballo,hipología
Mirawala,horse,caballo,hipología
Bromus,horse,caballo,hipología
Cheery,horse,caballo,hipología
Sunrise,horse,caballo,hipología
Quiver,horse,caballo,hipología
Toxophilite,horse,caballo,hipología
Legerdemain,horse,caballo,hipología
Idalia,horse,caballo,hipología
Young Melbourne mare,horse,caballo,hipología
Brown Bess,horse,caballo,hipología
Volley,horse,caballo,hipología
Selim mare,horse,caballo,hipología
Maiden,horse born in 1801,caballo,hipología
Lt. Stevens,horse,caballo,hipología
Belthazar,horse,caballo,hipología
Blinking Owl,horse,caballo,hipología
Black Polly,horse,caballo,hipología
Black Queen,horse,caballo,hipología
Hermione,horse,caballo,hipología
Desdemona,horse born in 1811,caballo,hipología
Fanny,horse born in 1796,caballo,hipología
Julia,horse born in 1799,caballo,hipología
Whiskey,horse,caballo,hipología
Sarong,horse,caballo,hipología
Greek Slave,horse,caballo,hipología
Alice Carneal,horse,caballo,hipología
Sarpedon,horse,caballo,hipología
Nosegay,horse born in 1780,caballo,hipología
Nosegay,horse born in 1767,caballo,hipología
Flora,horse born in 1755,caballo,hipología
Young Cade,horse,caballo,hipología
Tulip,horse,caballo,hipología
Damper,horse,caballo,hipología
Spectator,horse,caballo,hipología
Nancy,horse born in 1754,caballo,hipología
Fancy,horse born in 1751,caballo,hipología
Eclipse mare,horse born to Rarity,caballo,hipología
Rarity,horse born 1769,caballo,hipología
Snapdragon,horse,caballo,hipología
Margrave mare,horse,caballo,hipología
Election mare,horse,caballo,hipología
Cervantes mare,horse,caballo,hipología
Cervantes,horse,caballo,hipología
Don Quixote,horse,caballo,hipología
The Caretaker,horse,caballo,hipología
Foreseer,horse,caballo,hipología
Miz Carol,horse,caballo,hipología
Source Sucree,horse,caballo,hipología
Admiral Drake,horse,caballo,hipología
Lavendula,horse,caballo,hipología
Sweet Lavender,horse,caballo,hipología
Maid of the Mist,horse,caballo,hipología
Khawlah,horse,caballo,hipología
Villarrica,horse,caballo,hipología
Melikah,horse,caballo,hipología
Matcher,horse,caballo,hipología
Charming Alibi,horse,caballo,hipología
Honeys Alibi,horse,caballo,hipología
Adorada,horse,caballo,hipología
Hierocles,horse,caballo,hipología
Abjer,horse,caballo,hipología
Gilded Wave,horse,caballo,hipología
Marguerite,horse,caballo,hipología
Celt,horse,caballo,hipología
Maid of Erin,horse,caballo,hipología
Fairy Ray,horse,caballo,hipología
Isabel,caballo,caballo,hipología
Plebeian,horse,caballo,hipología
Joskin,horse,caballo,hipología
Parma,horse,caballo,hipología
Parmesan,horse,caballo,hipología
Archeress,horse,caballo,hipología
Cain,horse,caballo,hipología
Paulowitz,horse,caballo,hipología
Sir Paul,horse,caballo,hipología
Paynator mare,horse born to Delpini mare,caballo,hipología
Delpini mare,horse born in 1805,caballo,hipología
Young Marske mare,horse,caballo,hipología
Blank mare,horse born in 1759,caballo,hipología
Bay Starling,horse,caballo,hipología
Gentle Kitty,horse,caballo,hipología
Silvio,horse born in 1754,caballo,hipología
Mab,horse born in 1742,caballo,hipología
Dorimond mare,horse,caballo,hipología
Dorimond,horse,caballo,hipología
Dormouse,horse,caballo,hipología
Portia,horse,caballo,hipología
Margaret,horse,caballo,hipología
Edmund,horse,caballo,hipología
Emmeline,horse,caballo,hipología
Sorcery,horse,caballo,hipología
Cobbea,horse,caballo,hipología
Rosamond,horse born in 1798,caballo,hipología
Roseberry,horse,caballo,hipología
Miss West,horse,caballo,hipología
Regulus mare,horse born in 1763,caballo,hipología
Young Ebony,horse,caballo,hipología
Ebony,horse,caballo,hipología
Old Ebony,horse,caballo,hipología
Juno,horse,caballo,hipología
Horatia,horse born in 1758,caballo,hipología
Mark Anthony,horse,caballo,hipología
Regulus mare,horse born in 1751,caballo,hipología
Soreheels mare,horse,caballo,hipología
Soreheels,horse,caballo,hipología
sister to Postmaster,horse,caballo,hipología
Agave,horse,caballo,hipología
Wood Anemone,horse,caballo,hipología
King of the Forest,horse,caballo,hipología
Lioness,horse,caballo,hipología
Fandango,horse born in 1852,caballo,hipología
Barnton,horse,caballo,hipología
Castanette,horse,caballo,hipología
Waverly,horse,caballo,hipología
Margaretta,horse,caballo,hipología
Highflyer mare,horse born in 1792,caballo,hipología
Nutcracker,horse,caballo,hipología
Miss Starling,horse,caballo,hipología
Comus mare,horse,caballo,hipología
Manoeuvre,horse born in 1830,caballo,hipología
Rector,horse,caballo,hipología
Beppo,horse,caballo,hipología
Pitti,horse,caballo,hipología
Absurdity,horse,caballo,hipología
Paradoxical,horse,caballo,hipología
Timothy,horse born in 1884,caballo,hipología
Lady Masham,horse,caballo,hipología
Inchbonny,horse,caballo,hipología
Casuistry,horse,caballo,hipología
The Miner,horse,caballo,hipología
Moonbeam,horse,caballo,hipología
Lady Caroline,horse,caballo,hipología
Vulture,horse,caballo,hipología
Kite,horse,caballo,hipología
Bustard,horse born in 1813,caballo,hipología
Olympia,horse,caballo,hipología
Sir Oliver,horse,caballo,hipología
Atalanta,horse born in 1878,caballo,hipología
Feronia,horse,caballo,hipología
Woodbine,horse,caballo,hipología
Honeysuckle,horse,caballo,hipología
Singing Grass,horse,caballo,hipología
Viridis,horse,caballo,hipología
Marsyas,horse born in 1851,caballo,hipología
Malibran,horse,caballo,hipología
Garcia,horse,caballo,hipología
Stripling,horse,caballo,hipología
Laura,horse born in 1778,caballo,hipología
Wajd,horse,caballo,hipología
Indyan Giving,horse,caballo,hipología
Danon Kingly,Japanese Thoroughbred racehorse,caballo,hipología
Mozu Superflare,,caballo,hipología
You Can Smile,,caballo,hipología
Meisho Tengen,,caballo,hipología
Sea-Fowl,horse,caballo,hipología
Middlesex,horse,caballo,hipología
Virginia,horse born in 1835,caballo,hipología
Oiseau,horse,caballo,hipología
Camillus,horse,caballo,hipología
Ruler mare,horse,caballo,hipología
Treecreeper,horse,caballo,hipología
Katherina,horse,caballo,hipología
Woful,horse,caballo,hipología
Landscape,horse,caballo,hipología
Housemaid,horse,caballo,hipología
Brush,horse,caballo,hipología
Herod mare,bay horse born to Goldfinder mare,caballo,hipología
Goldfinder mare,horse born in 1774,caballo,hipología
Pucelle,horse,caballo,hipología
Epirus,horse,caballo,hipología
Scotilla,horse,caballo,hipología
Anvil,horse,caballo,hipología
Feather mare,horse,caballo,hipología
Feather,horse,caballo,hipología
Ancaster Crazy,horse,caballo,hipología
Bay Basto,horse,caballo,hipología
Scota,horse,caballo,hipología
Harmony,horse,caballo,hipología
Rutilia,horse,caballo,hipología
Fortress,horse,caballo,hipología
Defence,"horse, born 1824",caballo,hipología
Defiance,horse,caballo,hipología
Little Folly,horse,caballo,hipología
Highland Fling,horse born in 1798,caballo,hipología
Spadille,horse,caballo,hipología
Caelia,horse,caballo,hipología
Proserpine,horse,caballo,hipología
Flora,horse born in 1768,caballo,hipología
Angelica,horse,caballo,hipología
Harriet,horse,caballo,hipología
Volunteer,horse,caballo,hipología
Alfred mare,horse born in 1785,caballo,hipología
Alfred,horse,caballo,hipología
Snap mare,horse born in 1762,caballo,hipología
Magnolia,horse,caballo,hipología
Babraham mare,horse,caballo,hipología
Babraham,horse,caballo,hipología
Jewess,horse,caballo,hipología
Seymour,horse,caballo,hipología
Bay Javelin,horse,caballo,hipología
Javelin,horse,caballo,hipología
Miss Rose,horse,caballo,hipología
Blank mare,horse born in 1757,caballo,hipología
Diana,horse,caballo,hipología
Second,horse,caballo,hipología
Young Flora,horse,caballo,hipología
Gohanna mare,horse born in 1807,caballo,hipología
Grey Skim,horse,caballo,hipología
Milsintown's Herod mare,horse,caballo,hipología
Young Hag,horse,caballo,hipología
Skim,horse,caballo,hipología
Miss Mayes,horse,caballo,hipología
Hag,horse,caballo,hipología
Calendulae,horse,caballo,hipología
Camerton,horse,caballo,hipología
Precipitate mare,horse born in 1802,caballo,hipología
Precipitate,horse,caballo,hipología
Dundas Herod mare,horse,caballo,hipología
Young Magnolia,horse,caballo,hipología
Snowdrop,horse,caballo,hipología
Daisy,horse born in 1798,caballo,hipología
Young Noisette,horse,caballo,hipología
Noisette,horse,caballo,hipología
Carina,horse,caballo,hipología
Blank mare,horse born in 1755,caballo,hipología
Ancaster Dizzy,horse,caballo,hipología
Ancaster Driver,horse,caballo,hipología
Wynn Arabian,horse,caballo,hipología
Sorcerer mare,horse born to Precipitate mare,caballo,hipología
Precipitate mare,horse born in 1797,caballo,hipología
Young Tiffany,horse,caballo,hipología
Tiffany,horse,caballo,hipología
Virago,mare born in 1764,caballo,hipología
Regulus mare,horse born in 1757,caballo,hipología
Crab mare,horse born in 1750,caballo,hipología
Miss Slamerkin,horse,caballo,hipología
Young True Blue,horse,caballo,hipología
Bel Esprit,horse,caballo,hipología
Fusee,horse,caballo,hipología
Vesuvienne,horse,caballo,hipología
Horatia,horse born in 1778,caballo,hipología
Countess,horse,caballo,hipología
Rib mare,horse,caballo,hipología
Rib,horse,caballo,hipología
Wynn Arabian mare,horse,caballo,hipología
Zoraida,horse,caballo,hipología
Lady Cow,horse,caballo,hipología
Drone mare,horse born in 1792,caballo,hipología
Drone,horse born in 1777,caballo,hipología
Lily,horse born in 1765,caballo,hipología
Peggy,horse born in 1753,caballo,hipología
Partner mare,horse born in 1744,caballo,hipología
Bay Bloody Buttocks,horse,caballo,hipología
Scud,horse,caballo,hipología
Eliza,horse born in 1791,caballo,hipología
Augusta,horse,caballo,hipología
Herod mare,horse born in 1777,caballo,hipología
Nettle,horse born in 1763,caballo,hipología
Bajazet,horse,caballo,hipología
Regulus mare,horse born to Lonsdale mare,caballo,hipología
Lonsdale mare,horse born in 1736,caballo,hipología
Lonsdale Bay Arabian,horse,caballo,hipología
Bonny Lass,horse,caballo,hipología
Darley Arabian mare,horse,caballo,hipología
Gohanna mare,horse born in 1803,caballo,hipología
Fraxinella,horse,caballo,hipología
Trentham,horse,caballo,hipología
Gowers Sweepstakes,horse,caballo,hipología
Gower Stallion,horse,caballo,hipología
Partner mare,horse born in 1731,caballo,hipología
Brown Farewell,horse,caballo,hipología
Makeless,horse,caballo,hipología
Oglethorpe Arabian,horse,caballo,hipología
Brimmer mare,horse,caballo,hipología
Brimmer,horse,caballo,hipología
Darcy's Yellow Turk,horse,caballo,hipología
Miss South,horse,caballo,hipología
South,horse,caballo,hipología
Young Cartouch mare,horse,caballo,hipología
Cartouch,horse,caballo,hipología
Young Cartouch,horse,caballo,hipología
Woodpecker mare,horse born in 1785,caballo,hipología
Cressida,horse,caballo,hipología
Emily,horse,caballo,hipología
Stamford,horse,caballo,hipología
Whiskey mare,horse,caballo,hipología
Grey Dorimant,horse,caballo,hipología
Dorimant,horse,caballo,hipología
Otho,horse,caballo,hipología
Dizzy,horse,caballo,hipología
Defence mare,horse,caballo,hipología
Soldier's Joy,horse,caballo,hipología
Galatea,horse,caballo,hipología
Amadis,horse,caballo,hipología
Mercury mare,horse,caballo,hipología
Herod mare,horse born in 1776,caballo,hipología
Folly,horse born in 1771,caballo,hipología
Vixen,horse,caballo,hipología
Spot mare,horse,caballo,hipología
Matron,horse born in 1785,caballo,hipología
Marske mare,horse born in 1771,caballo,hipología
Regulus mare,horse born in 1756,caballo,hipología
Steady mare,horse born in 1743,caballo,hipología
Steady,horse,caballo,hipología
Partner mare,horse born in 1730,caballo,hipología
Greyhound mare,horse born in 1720,caballo,hipología
Greyhound,horse,caballo,hipología
Chestnut Layton,horse,caballo,hipología
Highflyer mare,horse born in 1785,caballo,hipología
Rockingham's Engineer mare,horse,caballo,hipología
Young Greyhound mare,horse,caballo,hipología
Young Greyhound,horse,caballo,hipología
Regulus mare,horse born in 1765,caballo,hipología
Pontac,horse,caballo,hipología
A-La-Grecque,horse,caballo,hipología
Allworthy mare,horse,caballo,hipología
Allworthy,horse,caballo,hipología
Starling mare,horse,caballo,hipología
Dairymaid,horse,caballo,hipología
Bay Brocklesby,horse,caballo,hipología
Brocklesby,horse,caballo,hipología
Brocklesby Betty,horse,caballo,hipología
Golden Locks,horse born in 1758,caballo,hipología
Oroonoko,horse,caballo,hipología
Crab mare,horse born to Partner mare,caballo,hipología
Pledge,horse,caballo,hipología
Egremont's Driver,horse,caballo,hipología
Coquette,horse,caballo,hipología
Compton Barb,horse,caballo,hipología
Sister to Regulus,horse,caballo,hipología
Fractious,horse,caballo,hipología
Marianne,horse,caballo,hipología
Mufti,horse,caballo,hipología
Fitz Herod,horse,caballo,hipología
Miss Barforth,horse,caballo,hipología
Miss Cade,horse,caballo,hipología
Miss Partner,horse,caballo,hipología
Infant mare,horse,caballo,hipología
Infant,horse,caballo,hipología
Brown Betty,horse born in 1737,caballo,hipología
Whittington mare,horse,caballo,hipología
Whittington,horse,caballo,hipología
Brother to Whitenose,horse,caballo,hipología
Sister to Blaze,horse,caballo,hipología
Maria,horse born in 1783,caballo,hipología
Telemachus,horse,caballo,hipología
Skim mare,horse born in 1758,caballo,hipología
Janus mare,horse,caballo,hipología
Janus,horse,caballo,hipología
Salome,horse,caballo,hipología
Brim,horse,caballo,hipología
Helen,horse,caballo,hipología
Mab,horse born in 1740,caballo,hipología
Miss Jigg,horse,caballo,hipología
Sister One to Mixbury,horse,caballo,hipología
Flyer,horse,caballo,hipología
Squirrel mare,horse,caballo,hipología
Blank mare,horse born to Regulus mare,caballo,hipología
Matchem mare,horse born in 1777,caballo,hipología
Syphon mare,horse born in 1770,caballo,hipología
Miss Meredith,horse,caballo,hipología
Colibri,horse,caballo,hipología
Chestnut Skim,horse,caballo,hipología
Goosander,horse,caballo,hipología
Fancy,horse born in 1780,caballo,hipología
sister to Juno,horse,caballo,hipología
Walton mare,horse born in 1812,caballo,hipología
St. George,horse,caballo,hipología
Eclipse mare,horse born to Miss Spindleshanks,caballo,hipología
Miss Spindleshanks,horse,caballo,hipología
Omar,horse,caballo,hipología
sister to Hector,horse,caballo,hipología
Brown Basto,horse,caballo,hipología
sister to Soreheels,horse,caballo,hipología
Starling mare,horse born in 1753,caballo,hipología
Godolphin Arabian mare,horse born to Stanyan mare,caballo,hipología
Prophet mare,horse,caballo,hipología
Prophet,horse,caballo,hipología
Jenny Spinner,horse,caballo,hipología
Greyhound mare,horse born in 1723,caballo,hipología
Miss Sophia,horse,caballo,hipología
Sophia,horse born in 1798,caballo,hipología
Cypher,horse,caballo,hipología
Canopus mare,horse,caballo,hipología
Canopus,horse,caballo,hipología
Young Woodpecker mare,horse,caballo,hipología
Young Woodpecker,horse,caballo,hipología
Eclipse mare,horse born in 1778,caballo,hipología
Rosebud,horse born in 1765,caballo,hipología
Miss Belsea,horse,caballo,hipología
Andrew,horse,caballo,hipología
Jane Shaw,horse,caballo,hipología
Bella Donna,horse,caballo,hipología
Juniper mare,horse,caballo,hipología
Juniper,horse,caballo,hipología
Sorcerer mare,horse born to Virgin,caballo,hipología
Virgin,horse,caballo,hipología
Potoooooooo mare,horse,caballo,hipología
Editha,horse,caballo,hipología
Elfrida,horse,caballo,hipología
Coriander mare,horse,caballo,hipología
